player id,position,team,gw1 points,gw2 points,gw3 points,gw4 points,gw5 points,gw6 points,select percentage,ict index,top players select %,win,draw,lose,gw7 points
588,DEF,17,0,0,0,1,1,1,0.206875505,6.6,0,1.77,3.77,4.9,2
589,MID,19,0,0,0,0,0,0,0.068467101,0,0,1.77,3.77,4.9,0
590,DEF,1,0,0,0,6,6,2,2.624314631,0.9,0.016754189,1.77,3.77,4.9,6
591,FWD,8,0,0,0,1,2,2,0.194190247,3.5,0.000875219,1.77,3.77,4.9,2
592,MID,6,0,0,0,1,0,0,0.172695453,0,0,1.77,3.77,4.9,0
593,GK,12,0,0,0,0,0,0,0.391114899,0,0.011752938,1.77,3.77,4.9,0
594,DEF,3,0,0,0,0,1,0,0.011532052,0.7,0,1.77,3.77,4.9,1
595,FWD,4,0,0,0,0,0,0,0.469223747,0,0.001625406,1.77,3.77,4.9,0
596,GK,2,0,0,0,0,0,0,0.050538921,0,0.000500125,1.77,3.77,4.9,0
597,MID,17,0,0,0,0,0,0,0.01155583,0,0,1.77,3.77,4.9,0
598,DEF,17,0,0,0,0,0,0,0.052809666,0,0,1.77,3.77,4.9,0
599,MID,14,0,0,0,0,0,0,0.062415746,0,0,1.77,3.77,4.9,0
600,MID,10,0,0,0,0,0,0,0.004149161,0,0,1.77,3.77,4.9,0
601,MID,10,0,0,0,0,0,0,0.004755485,0,0,1.77,3.77,4.9,0
602,FWD,8,0,0,0,0,0,0,0.112134346,0,0.000125031,1.77,3.77,4.9,0
603,DEF,12,0,0,0,0,0,0,0.018165954,0,0,1.77,3.77,4.9,0
604,DEF,12,0,0,0,0,0,0,0.039137645,0,0,1.77,3.77,4.9,0
605,MID,12,0,0,0,0,0,0,0.004600932,0,0,1.77,3.77,4.9,0
606,GK,6,0,0,0,0,0,0,0.010985171,0,0,1.77,3.77,4.9,0
607,FWD,8,0,0,0,0,0,1,0.156835909,0,0.000250063,1.77,3.77,4.9,1
608,DEF,10,0,0,0,0,0,0,0.006301018,0,0,1.77,3.77,4.9,0
609,MID,14,0,0,0,0,0,0,0.006312907,0,0,1.77,3.77,4.9,0
610,DEF,2,0,0,0,0,0,0,0.017416965,0,0.000125031,1.77,3.77,4.9,0
611,GK,20,0,0,0,0,0,0,0.05332088,0,0,1.77,3.77,4.9,0
612,MID,4,0,0,0,0,0,0,0,0,0,1.77,3.77,4.9,0
613,MID,8,0,0,0,0,0,0,0,0,0,1.77,3.77,4.9,0
