Name,id,gw1,gw2,gw3,gw4,gw5,gw6,gw7,gw8,gw9,gw10,gw11,gw12,gw13,gw14,gw15,gw16,gw17,gw18,gw19,gw20,gw21,gw22,gw23,gw24,gw25,gw26,gw27,gw28,gw29,gw30,gw31,gw32,gw33,gw34,gw35,gw36,gw37,gw38,gw39,gw40,gw41,gw42,gw43,gw44,gw45,gw46,gw47,gw48,gw49
Mesut Özil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sokratis Papastathopoulos,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Luiz Moreira Marinho,3,0,1,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,5,6,2,6,-3,0,1,1,8,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick Aubameyang,4,7,5,2,2,2,2,8,2,3,2,2,0,10,0,0,3,3,3,15,0,0,1,1,20,2,1,8,0,2,2,0,0,0,12,6,0,2,3,0,1,1,9,2,7,2,9,6,2,-1
Cédric Soares,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,2,5,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0
Alexandre Lacazette,6,7,7,7,0,1,1,2,2,0,1,1,1,0,1,8,7,12,2,2,11,2,4,1,0,1,8,1,8,11,2,13,2,0,0,2,0,0,1,0,0,1,0,0,0,1,5,2,1,2
Shkodran Mustafi,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernd Leno,8,7,2,3,2,3,2,7,2,10,2,1,2,2,1,8,6,7,6,6,3,7,-1,0,2,2,2,5,2,1,2,6,0,0,0,11,0,3,7,1,2,1,0,0,0,0,0,0,0,0
Granit Xhaka,9,3,2,1,1,2,1,0,0,3,2,1,-2,0,0,8,3,3,3,3,5,3,1,1,5,1,2,2,1,2,0,3,2,2,2,0,0,1,3,2,2,-2,0,0,2,0,0,0,0,0
Pablo Marí,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,0,0,0,0,0,0,0,2,2,2,0,1,0,5,0,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Héctor Bellerín,11,5,2,0,11,2,1,12,1,9,0,1,1,0,0,2,6,0,8,0,1,8,1,2,9,1,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calum Chambers,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,6,0,2,1,6,0,2,11,1,0,0,0,0,0,0,0,0,0,0
Sead Kolasinac,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
Rob Holding,16,6,2,1,0,0,0,5,1,6,0,1,2,2,-1,2,9,10,6,6,2,8,1,2,1,2,0,0,0,0,1,8,2,2,0,9,0,2,7,0,0,0,0,0,0,0,0,0,0,0
Kieran Tierney,17,6,0,1,2,2,2,6,1,6,0,1,2,2,0,4,6,18,0,6,0,0,0,0,0,2,1,2,6,1,1,0,0,0,0,7,0,5,6,1,1,0,7,6,2,6,1,0,0,0
Nicolas Pépé,18,1,1,1,6,2,1,0,1,-2,0,0,0,2,8,1,0,0,1,0,6,3,7,2,0,2,12,1,1,4,2,6,1,3,1,9,0,15,16,2,2,0,6,3,0,1,5,0,1,0
Lucas Torreira,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reiss Nelson,21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Edward Nketiah,22,1,8,1,1,1,1,1,1,0,0,1,1,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emile Smith Rowe,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,3,6,2,3,2,2,5,1,1,0,2,1,0,0,2,2,0,19,0,2,3,2,2,2,1,3,12,3,2,13,9,8
Bukayo Saka,24,0,2,0,8,2,3,3,0,1,2,2,2,2,2,13,6,8,3,9,13,0,2,2,5,2,0,1,1,2,0,3,2,2,0,8,0,2,1,1,2,1,3,6,13,3,0,2,6,3
Matteo Guendouzi,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Teodoro Martinelli Silva,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,1,0,1,0,0,0,0,0,0,0,1,1,8,2,1,6,1,0,6,1,2,2,0,0,0,0,0,4,1,0,1
William Saliba,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathew Ryan,70,1,6,1,0,1,2,0,6,3,2,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willian Borges Da Silva,478,14,2,2,2,2,0,3,2,1,5,2,2,0,2,0,0,1,0,1,1,1,0,1,1,0,11,6,1,0,0,1,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Magalhães,494,15,2,0,2,2,2,7,1,6,8,1,2,-1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,2,0,6,9,0,2,6,0,0,0,8,7,2,6,1,2,15,5
Daniel Ceballos Fernández,501,1,8,0,3,2,2,0,1,3,2,1,1,1,2,0,1,2,3,0,0,0,0,0,5,1,0,1,0,0,1,7,8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Naser El Sayed Elneny,526,3,0,2,2,0,0,3,2,0,0,0,1,2,1,2,3,0,0,1,1,0,0,0,1,2,2,0,1,0,1,1,2,0,11,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Matt Macey,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rúnar Alex Rúnarsson,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Partey,567,0,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,0,1,6,2,3,1,1,0,0,1,2,2,2,2,6,1,1,1,3,0,2,3,0,0,0,0,3,2,2,2,8,3,0
Martin Ødegaard,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,2,10,2,2,0,0,1,3,3,0,4,6,0,0,2,3,11,1,3,2,1,1,1
Miguel Azeez,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano Martínez,12,0,13,6,3,9,3,0,6,1,1,0,11,8,6,10,3,3,0,9,1,10,4,9,12,2,12,7,3,1,4,4,1,2,2,12,2,3,3,2,5,2,0,8,9,4,1,10,1,2
Tom Heaton,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed El Mohamady,29,0,0,0,1,0,0,1,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,7,8,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Henri Lansbury,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Taylor,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jed Steer,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Conor Hourihane,33,0,3,14,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Ignacio Peleteiro Romallo,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ørjan Nyland,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bjorn Engels,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Grealish,37,0,3,8,24,3,1,15,6,1,10,0,2,3,10,2,2,7,0,8,8,6,6,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,8,6,3,3,3,2,0,6,2,0
John McGinn,38,0,2,10,10,5,2,2,3,2,2,0,5,3,3,3,2,2,0,1,2,3,2,3,3,5,5,3,1,1,2,5,7,2,2,3,6,1,1,7,3,0,1,1,2,2,13,1,1,2
Kortney Hause,39,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,15,1,0,0,0,0
Mahmoud Ahmed Ibrahim Hassan,40,0,3,3,5,3,2,2,3,2,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,3,3,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrone Mings,41,0,10,12,1,7,0,6,6,1,1,0,8,6,5,-2,0,1,0,7,1,7,1,6,6,1,9,7,1,1,5,1,1,-1,2,7,0,2,2,0,15,0,0,6,7,1,0,0,0,2
Matt Targett,42,0,5,5,1,6,1,0,11,0,1,0,5,6,6,6,2,1,0,18,4,6,1,7,6,1,7,6,4,0,2,0,1,1,2,8,1,2,5,0,0,2,0,6,6,2,1,0,0,2
James Bree,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvelous Nakamba,44,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,1,0,2,0,0,5,0,0,0,0,2,2,0,0,0,0,6,1,2,0,1,1,1,0,0,1,0,2,2
Anwar El Ghazi,45,0,0,0,0,0,0,0,1,1,1,0,7,3,16,9,7,2,0,2,1,0,1,0,0,2,13,0,2,1,2,1,1,9,6,5,7,2,9,1,9,1,0,0,0,0,0,1,1,1
Ezri Konsa Ngoyo,46,0,15,6,1,6,1,0,6,8,1,0,5,0,0,1,2,1,0,9,1,6,1,5,6,1,9,6,2,1,2,0,1,1,2,8,1,2,2,1,6,2,1,6,6,1,1,1,-4,0
Frédéric Guilbert,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley Moraes,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Mbwana Samatta,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keinan Davis,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,4,0,1,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Indiana Vassilev,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas Luiz Soares de Paulo,52,0,3,3,1,2,2,5,3,2,2,0,0,0,3,3,2,2,0,5,5,3,1,0,2,1,0,3,2,2,1,1,2,2,1,5,2,1,0,0,2,2,2,6,7,2,3,1,0,0
Ross Barkley,106,1,1,0,7,11,2,2,7,1,0,0,0,0,0,0,0,0,0,6,2,8,2,3,3,2,1,1,1,1,0,1,1,5,2,5,0,0,0,0,0,0,0,0,0,1,0,1,1,3
Matthew Cash,496,0,5,6,1,6,1,-1,6,1,3,0,5,0,6,6,7,1,0,9,1,9,1,6,6,0,0,0,0,0,2,1,-3,0,2,2,0,0,0,1,6,1,1,15,5,1,6,1,0,2
Ollie Watkins,514,0,2,2,19,2,2,7,13,2,0,0,2,1,2,11,2,2,0,8,6,2,6,9,2,2,7,2,5,2,7,8,5,5,8,-1,5,9,2,0,0,1,2,2,2,6,4,1,7,2
Bertrand Traoré,540,0,0,1,1,1,1,1,0,5,1,0,3,3,13,7,2,7,0,11,2,3,1,6,3,8,5,3,1,1,5,2,2,2,5,9,2,5,13,4,0,0,1,1,0,1,0,0,0,0
Jacob Ramsey,554,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,2,0,0,0,1,0,1,5,1,1,0,1,1,1,1,1,2,2,0,1,1,3,0,0,3,3,1,1,6,1,1
Morgan Sanson,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaine Hayden,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carney Chukwuemeka,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
Jaden Philogene-Bidace,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Glenn Murray,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Lallana,54,1,1,2,1,2,3,2,3,4,1,0,0,3,2,1,0,1,0,0,0,1,1,1,1,1,1,9,2,3,2,3,1,2,0,0,1,1,1,1,3,1,3,2,1,3,2,1,5,1
Pascal Groß,57,1,0,1,1,1,1,6,3,5,10,8,2,1,0,1,2,0,0,3,3,9,3,5,3,2,0,2,5,6,1,3,3,2,8,6,2,5,2,6,6,2,0,0,2,3,3,2,1,0
Shane Duffy,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,5,5,2,6,5,0,0,2
Davy Pröpper,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Mooy,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Burn,61,0,1,0,0,2,2,0,6,1,0,0,0,0,0,1,2,-2,2,6,0,0,6,2,6,0,2,1,1,0,0,1,6,0,6,1,3,7,1,0,0,0,0,1,1,6,5,0,0,0
Lewis Dunk,62,1,7,-2,0,-1,0,0,0,2,3,0,1,6,1,9,1,7,2,8,6,6,8,9,7,1,2,1,10,6,1,8,6,2,8,3,0,0,1,2,6,1,8,2,2,8,9,0,1,2
Martín Montoya,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin Andone,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon March,65,2,3,8,5,3,3,2,0,9,2,2,2,3,4,5,1,2,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,1,1,2,5,3
Adam Webster,66,1,6,1,0,2,1,1,6,2,2,1,0,6,2,1,2,1,1,5,6,6,6,2,0,0,0,0,0,0,0,0,6,2,6,1,2,6,1,2,5,1,1,0,0,0,0,0,0,1
Joël Veltman,67,0,0,0,0,0,2,1,9,1,1,1,1,1,1,0,2,1,1,7,8,6,0,2,8,7,2,1,2,10,1,6,6,2,6,0,0,0,0,0,0,1,6,1,7,5,0,0,1,2
Neal Maupay,68,2,16,8,6,2,2,0,2,2,-1,1,2,0,2,7,1,7,1,9,2,1,2,2,2,2,2,5,2,8,2,2,1,2,2,-1,0,0,0,5,6,2,2,7,9,1,2,1,0,0
Leandro Trossard,69,8,6,1,5,2,3,2,0,0,2,1,0,3,3,2,1,11,2,3,3,10,6,1,2,2,2,2,10,14,2,3,1,2,3,1,3,9,1,2,3,2,11,5,1,3,3,2,9,10
Alireza Jahanbakhsh,71,1,1,3,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
José Izquierdo,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Clarke,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben White,74,1,6,0,0,2,2,1,6,2,1,1,1,6,2,1,0,1,2,6,8,6,6,2,6,1,2,1,2,6,0,9,3,0,6,1,2,1,1,1,0,0,5,7,2,7,1,2,6,8
Bernardo Fernandes da Silva Junior,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves Bissouma,76,2,0,0,9,1,2,2,2,1,2,1,2,3,2,2,2,0,0,1,2,3,3,2,3,2,2,2,2,3,2,3,3,2,3,1,1,2,2,2,8,1,3,2,0,0,0,0,1,1
Tariq Lamptey,77,3,4,4,0,2,1,9,6,-1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
Aaron Connolly,78,1,8,2,2,4,0,0,1,0,2,2,1,0,2,0,0,5,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Steven Alzate,79,2,3,2,1,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,11,0,2,1,0,1,0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,1,0,0,0,0,0
Alexis Mac Allister,80,0,0,0,0,9,1,1,0,0,0,0,1,0,0,0,2,0,2,6,2,3,0,2,3,2,1,2,0,1,1,0,3,0,1,1,0,2,2,9,3,1,4,0,0,1,1,6,1,1
Christian Walton,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Steele,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayson Molumby,550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andi Zeqiri,574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Danny Welbeck,588,0,0,0,0,0,0,1,2,9,5,5,2,2,8,2,0,0,0,0,0,0,0,1,1,1,-1,1,5,6,9,2,2,2,12,2,9,1,0,0,0,1,2,9,2,0,0,0,0,0
Robert Sánchez,597,0,0,0,0,0,0,1,0,0,0,0,0,9,2,1,2,1,3,7,6,8,7,5,6,1,2,1,3,6,2,6,9,2,6,1,2,0,2,2,6,2,6,1,2,6,6,4,1,-1
Percy Tau,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Moder,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,3,1,2,1,1,2,2,2,4,1,2,1,1,1,3,3,1,2,0
Reda Khadra,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teddy Jenks,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Sanders,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jensen Weir,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas McGill,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michal Karbownik,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moisés Caicedo,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Stephens,55,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Tarkowski,81,0,0,0,0,6,2,1,6,6,0,2,6,6,2,1,8,0,2,9,0,1,1,2,8,9,2,2,1,0,1,1,6,5,1,9,0,1,2,6,1,2,1,2,0,5,1,1,2,1
Phil Bardsley,82,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Pieters,83,0,-2,0,0,6,0,0,0,1,1,0,0,1,1,2,8,0,2,3,4,1,1,8,6,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Jack Cork,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,5,2,4,0,0,0,0,0,1,3,2,3,2,2,2,2,2,0,0,0,0,0,2,1,0,0
Kevin Long,85,0,0,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Rodriguez,86,0,1,0,0,1,1,1,1,4,2,2,1,2,0,1,0,0,1,1,2,1,2,0,16,2,3,1,1,0,1,0,1,1,1,1,1,0,1,2,1,0,1,1,0,0,1,0,0,4
Ashley Barnes,87,0,0,0,1,2,2,2,2,0,2,1,1,1,8,1,2,0,2,8,0,0,0,2,11,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,1,2,0,1,1,1,0,0,0
Ben Mee,88,0,0,0,0,0,0,0,8,6,0,2,7,6,2,2,15,0,2,9,7,1,1,1,6,5,2,2,2,0,1,1,1,6,0,6,0,1,0,1,1,1,7,2,1,0,0,0,2,2
Ashley Westwood,89,0,2,2,8,2,2,2,3,3,2,6,6,3,1,1,3,0,1,5,5,1,2,2,5,3,4,2,1,0,2,2,5,9,2,10,1,2,2,7,0,2,2,1,4,3,2,4,2,1
Johann Berg Gudmundsson,90,0,0,0,1,3,2,0,0,3,0,0,0,0,0,0,0,0,2,2,1,1,2,8,10,0,0,2,2,0,2,2,2,0,0,0,1,2,2,1,2,3,5,1,0,1,1,1,2,2
Chris Wood,91,0,6,2,2,2,2,2,2,8,2,2,2,2,9,2,2,0,2,4,8,2,0,0,0,0,3,9,8,0,10,5,2,20,6,6,2,2,2,2,2,9,2,2,2,1,2,2,6,2
Matthew Lowton,92,0,0,0,0,0,2,1,6,5,0,2,8,6,2,2,5,0,2,8,1,1,1,2,17,6,2,2,1,0,1,1,1,8,1,6,0,1,2,1,1,6,1,2,1,5,1,4,14,2
Matej Vydra,93,0,1,2,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,2,2,0,2,9,2,5,0,6,7,1,2,2,5,2,1,1,1,0,1,1,1,5,1,0,1,1,7
Ben Gibson,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,6,-4,0,2
Robbie Brady,95,0,1,0,0,1,0,1,3,1,0,10,2,2,3,0,6,0,3,5,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
