Name,id,gw1,gw2,gw3,gw4,gw5,gw6,gw7,gw8,gw9,gw10,gw11,gw12,gw13,gw14,gw15,gw16,gw17,gw18,gw19,gw20,gw21,gw22,gw23,gw24,gw25,gw26,gw27,gw28,gw29,gw30,gw31,gw32,gw33,gw34,gw35,gw36,gw37,gw38,gw39,gw40,gw41,gw42,gw43,gw44,gw45,gw46,gw47,gw48,gw49
Aaron Wan-Bissaka,313,0,0,1,-1,8,6,2,2,8,1,2,6,1,1,0,6,6,6,8,1,8,17,4,2,2,12,6,5,0,2,2,1,9,0,8,0,2,0,2,2,8,2,2,2,2,-1,-1,7,1
José Diogo Dalot Teixeira,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Mason Greenwood,315,0,1,2,2,0,1,1,0,0,1,7,3,2,0,0,3,0,1,3,2,1,6,2,1,1,6,1,3,0,6,11,15,3,0,19,0,2,0,8,10,8,5,2,2,1,7,1,0,2
Tahith Chong,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Garner,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Williams,318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,-1,0,2
Teden Mengi,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donny van de Beek,495,0,6,1,1,1,0,1,0,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0,2,0,1,5,0,0,0,1,0,0,0,0,0,0,1
Alex Nicolao Telles,568,0,0,0,0,0,0,0,0,6,1,5,0,1,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Edinson Cavani,569,0,0,0,0,0,1,1,5,0,15,1,0,0,1,4,2,0,2,8,1,2,5,8,2,0,2,0,0,0,1,11,6,1,0,11,0,9,0,0,0,1,0,0,1,1,0,1,8,0
Facundo Pellistri,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee Grant,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amad Diallo,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Shola Shoretire,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nathan Bishop,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Elanga,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Hannibal Mejbri,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
William Fish,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Joseph Willock,20,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,1,0,0,9,2,2,2,3,2,2,6,0,6,6,0,8,5,11,8,0,2,2,2,2,2,1,2,1,1,0
Andy Carroll,320,2,1,4,0,0,1,1,1,1,0,0,0,0,0,1,0,8,1,3,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jonjo Shelvey,321,3,1,1,2,2,0,0,0,0,3,0,2,0,2,0,0,1,0,4,2,5,7,2,2,2,2,3,2,2,1,6,1,2,2,2,4,3,3,1,0,0,0,0,0,0,-2,0,1,1
Matt Ritchie,322,0,0,2,0,0,0,0,0,0,1,0,2,0,0,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,2,2,10,2,2,8,1,3,9,3,1,1,0,1,1,1,1,1,0,2
Federico Fernández,323,6,1,2,2,0,2,3,0,-1,5,0,0,0,1,1,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,8,6,0,1,1,0,0,2,1,0,0,0,0
Ciaran Clark,324,0,0,0,0,0,0,0,0,1,6,0,2,6,1,1,5,1,2,1,0,1,1,0,1,1,1,8,0,1,0,2,1,2,1,0,0,0,0,0,0,0,1,2,2,0,0,2,1,6
Karl Darlow,325,7,2,8,2,8,3,3,2,1,8,0,2,1,3,2,8,1,2,4,1,6,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,2,2,3
Martin Dubravka,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,2,1,3,2,7,1,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0
Florian Lejeune,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaal Lascelles,328,6,0,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,10,6,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1
Dwight Gayle,329,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,0,1,1,0,1,0,2,1,0,1,2,0,2,1,0,4,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1
Christian Atsu,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Dummett,331,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,6,2,0,0,2,1,2,1,7,0,6,8,0,0,0,0,0,0,0,0,0,0,0
Javier Manquillo,332,5,1,2,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,2,1,3,4,2,1,0
Emil Krafth,333,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,5,0,1,0,0,0,0,0,6,6,6,0,0,0,0,1,0,0,0,6,1,2
Fabian Schär,334,0,0,0,1,0,2,2,1,1,1,0,0,0,0,0,6,1,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
DeAndre Yedlin,335,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Hayden,336,2,2,1,2,1,0,1,0,1,0,0,2,1,1,2,2,0,1,2,2,3,2,2,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,1,2,1,10
Rolando Aarons,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan Saint-Maximin,338,3,1,0,12,2,3,3,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,8,2,7,3,0,0,0,1,12,6,2,2,2,2,3,3,6,2,6,5,8,8,2,2,2,2,2
Miguel Almirón,339,4,1,2,0,1,1,3,2,1,3,0,9,1,2,2,1,2,0,4,9,3,2,15,2,2,1,0,0,2,4,2,3,2,1,2,2,3,3,2,2,2,2,1,2,2,0,1,1,2
Joelinton Cássio Apolinário de Lira,340,1,1,1,1,2,1,0,1,2,11,0,5,2,2,2,2,2,0,2,0,0,0,1,1,0,2,2,2,2,6,1,9,1,1,1,6,1,0,1,1,1,2,5,2,2,1,0,0,1
Yoshinori Muto,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelland Watts,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Longstaff,480,1,0,0,1,0,1,2,1,2,2,0,2,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,5,2,2,2,2,1,1,1,3,1,1,2,2,2,8,2,0,2,2,0
Jeff Hendrick,485,14,2,2,2,2,2,2,2,0,3,0,0,7,0,0,0,0,2,3,2,2,2,-2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,6,0,0,0,0
Matthew Longstaff,487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Gillespie,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Murphy,497,0,0,1,0,0,9,1,2,1,0,0,4,2,0,2,3,1,1,1,2,0,0,0,0,1,1,0,7,1,2,9,1,2,2,2,2,6,3,7,1,5,1,1,1,1,4,0,0,1
Callum Wilson,506,8,2,8,16,2,5,12,2,0,12,0,1,5,9,0,2,2,2,4,5,13,5,1,0,0,0,0,0,0,0,1,1,1,2,13,0,0,0,6,1,9,0,0,0,0,8,5,2,1
Ryan Fraser,507,0,1,0,4,1,3,4,0,0,0,0,0,5,1,0,0,0,-2,1,2,3,2,0,1,1,4,3,3,2,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,1,2,2,0
Jamal Lewis,513,7,0,0,1,0,2,2,1,1,6,0,1,0,0,1,1,0,0,2,1,11,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Elliot Anderson,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Langley,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian Brewster,262,0,0,0,0,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,0,1,0,0,1,2,0,0,1,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Billy Sharp,343,2,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,5,1,2,1,9,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David McGoldrick,344,1,1,2,8,2,1,1,6,2,0,0,1,13,4,2,2,2,1,7,2,1,1,1,2,0,6,1,0,0,1,2,2,8,2,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0
Chris Basham,345,1,2,2,1,4,1,2,0,2,2,1,1,1,1,2,2,1,1,1,2,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0
John Fleck,346,2,2,0,1,0,0,0,0,2,2,2,2,5,1,0,1,1,3,6,5,2,1,2,0,2,5,1,2,0,2,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0
Enda Stevens,347,1,2,2,1,2,0,2,0,0,0,0,0,1,2,2,1,1,0,1,0,0,0,0,1,2,7,1,0,0,1,1,1,5,0,1,6,1,11,0,0,0,0,0,0,0,0,0,0,0
Simon Moore,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Norwood,349,2,0,1,0,2,0,1,2,2,0,1,0,0,0,1,1,1,3,1,2,1,1,2,2,1,5,1,2,0,2,2,2,3,2,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0
Wes Foderingham,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Baldock,351,1,2,1,4,2,1,2,0,2,2,1,1,1,2,1,2,0,0,0,2,1,1,0,0,1,12,1,0,0,1,1,2,5,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0
Jack Robinson,352,0,0,2,1,5,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,6,0,0,0,0,0,0,0,0,0,0,0
John Egan,353,0,-2,0,1,2,1,2,-1,2,1,1,1,0,2,2,2,1,7,0,0,1,7,1,1,0,0,0,0,0,1,1,2,7,-1,1,6,2,6,0,0,0,0,0,0,0,0,0,0,0
Jack O'Connell,354,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Lundstram,355,2,-1,2,2,2,1,1,2,1,1,5,0,0,-2,0,0,0,3,1,6,2,2,2,1,2,5,2,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Osborn,356,0,1,2,2,0,2,1,1,0,0,1,0,0,0,2,2,2,3,0,0,0,0,0,2,0,2,0,0,0,10,2,2,3,2,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0
Oliver McBurnie,357,1,1,1,1,2,5,2,1,2,2,8,1,0,0,1,0,0,0,0,0,1,1,2,1,2,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lys Mousset,359,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sander Berge,360,1,2,2,1,2,7,2,4,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Burke,424,0,2,3,1,0,1,0,0,0,2,2,0,5,0,1,0,0,1,2,6,2,1,5,0,0,2,0,2,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Freeman,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Ramsdale,483,1,2,4,2,3,2,4,2,2,3,1,2,2,2,2,2,1,9,1,3,3,3,1,3,3,13,2,1,0,4,1,3,9,2,3,10,3,9,0,0,0,6,9,3,6,2,3,10,7
Ethan Ampadu,509,0,1,2,0,0,1,2,0,2,0,0,1,1,2,2,2,1,9,0,2,2,2,0,1,2,8,0,-2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayden Bogle,510,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,1,1,2,8,1,1,1,0,0,0,0,1,0,1,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Max Lowe,511,0,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Jagielka,529,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,2,0,0,0,1,2,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Michael Verrips,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kean Bryan,603,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,7,0,0,1,0,2,5,1,-1,0,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antwoine Hackford,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyron Gordon,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iliman Ndiaye,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zak Brunt,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankie Maguire,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Jebbison,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0
Harry Boyes,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Femi Seriki,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
William Osula,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo Walcott,148,0,0,0,1,5,0,5,6,7,2,2,3,9,2,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,5,2,2,0,0,2,6,2,0,2,1,0,0,0,0,1,1,2,0,0
Takumi Minamino,258,0,1,1,1,0,1,0,0,1,2,0,1,0,8,0,0,0,0,1,0,0,0,7,2,10,0,3,2,0,0,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1
Shane Long,361,1,1,0,1,1,0,1,1,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ryan Bertrand,362,2,-1,8,6,1,6,2,0,2,1,2,6,1,2,6,5,5,0,0,0,2,-2,4,1,3,2,8,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
Alex McCarthy,363,2,0,6,9,1,6,3,6,7,2,2,6,3,3,6,9,0,0,1,1,3,0,1,1,3,0,1,0,0,0,0,1,0,5,0,2,2,2,2,2,1,7,6,2,3,5,2,8,9
Oriol Romeu Vidal,364,2,0,3,11,1,3,2,2,2,2,1,7,2,1,0,3,0,0,0,0,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,3,2,1,3,2,3,2
Nathan Redmond,365,2,0,0,1,2,3,0,1,0,0,1,6,1,1,0,0,0,0,0,1,2,1,2,2,6,2,3,1,0,13,2,1,0,2,6,2,1,2,1,0,1,3,3,2,2,9,5,3,0
Danny Ings,366,2,11,9,2,7,10,6,0,0,0,8,5,1,1,0,2,9,0,0,2,2,2,2,8,3,2,1,0,0,11,2,6,0,0,13,1,1,2,7,8,4,2,5,2,2,7,2,0,0
Jack Stephens,367,2,-1,0,0,0,0,0,7,0,0,0,0,0,0,6,9,8,0,1,1,2,-3,1,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,1,1,1,5,1,0,0,0,0,0,0
Stuart Armstrong,368,0,2,3,6,0,3,5,10,2,2,2,8,2,0,3,1,3,0,2,8,2,1,0,6,2,1,10,2,0,7,2,2,0,5,7,2,2,2,0,0,0,0,0,0,0,1,1,1,1
Jannik Vestergaard,369,1,0,6,7,7,6,7,6,2,1,9,7,2,2,0,0,0,0,0,0,0,0,1,1,3,2,8,1,0,1,1,1,0,-2,2,2,1,1,1,0,0,6,1,0,1,1,1,0,0
James Ward-Prowse,370,2,2,3,3,2,11,17,3,2,11,5,3,2,1,3,3,6,0,2,5,1,2,9,2,4,2,18,2,0,2,-1,5,0,10,4,6,2,2,2,2,8,3,3,2,4,0,0,2,3
Angus Gunn,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane Boufal,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Sims,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Walker-Peters,375,1,3,6,5,1,5,1,9,3,1,5,6,2,2,8,5,6,0,1,0,0,0,0,1,0,0,7,1,0,1,1,1,0,2,3,5,1,0,0,1,0,0,5,2,1,0,0,9,6
Jan Bednarek,376,1,0,8,6,1,6,1,6,2,8,2,12,1,2,9,7,7,0,1,1,2,-7,0,0,3,2,6,1,0,1,1,1,0,2,1,0,0,0,0,1,0,0,9,2,1,5,1,8,8
Che Adams,377,2,1,5,2,11,8,5,7,7,2,2,8,5,2,2,1,0,0,2,2,1,2,5,1,3,2,12,8,0,1,1,2,0,2,13,9,1,0,5,5,2,0,2,2,0,0,1,7,2
Yan Valery,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Smallbone,379,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Vokins,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Obafemi,381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Moussa Djenepo,382,1,5,3,5,0,0,0,3,2,5,0,0,1,1,1,2,1,0,0,0,1,2,0,1,2,2,2,1,0,1,1,0,0,0,1,0,2,0,2,1,0,3,0,1,0,1,0,0,0
Mohammed Salisu,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,1,0,2,1,2,1,0,1,3,1,7,1,2,0,6,1,5,5
Fraser Forster,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,6,2,0,2,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Tella,524,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,6,2,0,0,1,2,0,1,2,11,3,1,1,0,0,0,0,0,2,1,0,0,0
Ibrahima Diallo,565,0,0,0,0,1,1,0,0,1,1,0,1,0,0,3,0,3,0,1,2,1,0,0,0,0,0,4,2,0,2,2,1,0,1,1,1,1,1,1,1,1,1,0,0,1,3,5,1,1
Daniel N'Lundulu,590,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kayne Ramsay,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kgaogelo Chauke,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Lewis,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Ferry,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan Tchaptchet,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Watts,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre Jankewitz,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Finnigan,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Lloris,383,3,2,2,2,1,9,2,6,10,10,6,3,5,2,3,0,7,3,3,2,2,2,6,2,1,16,2,1,6,2,2,6,0,6,2,8,2,2,10,11,6,1,3,2,2,1,3,1,6
Danny Rose,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2
